ORF alpha.0 alpha.7 alpha.14 alpha.21 alpha.28 alpha.35 alpha.42 alpha.49 alpha.56 alpha.63 alpha.70 alpha.77 alpha.84 alpha.91 alpha.98 alpha.105 alpha.112 alpha.119 Elu.0 Elu.30 Elu.60 Elu.90 Elu.120 Elu.150 Elu.180 Elu.210 Elu.240 Elu.270 Elu.300 Elu.330 Elu.360 Elu.390 cdc15.10 cdc15.30 cdc15.50 cdc15.70 cdc15.90 cdc15.110 cdc15.130 cdc15.150 cdc15.170 cdc15.190 cdc15.210 cdc15.230 cdc15.250 cdc15.270 cdc15.290 spo.0 spo.2 spo.5 spo.7 spo.9 spo.11 spo5.2 spo5.7 spo5.11 spo..early spo..mid heat.0 heat.10 heat.20 heat.40 heat.80 heat.160 dtt.15 dtt.30 dtt.60 dtt.120 cold.0 cold.20 cold.40 cold.160 diau.a diau.b diau.c diau.d diau.e diau.f diau.g Label gene_class
YML123C -0.79 -0.84 -0.64 -0.69 -0.1 -0.27 0.42 0.04 0.43 -0.07 0.1 -0.27 -0.12 -0.3 -0.25 -0.32 -0.25 -0.2 -3.06 0.79 0.31 0.64 0.4 0.31 -0.09 -0.43 -0.42 0.1 -0.36 -0.3 -0.54 -0.54 0.12 -0.25 -0.4 0.82 0.84 0.9 0.42 0.32 0.36 0.58 0.58 -0.38 -0.49 -0.69 -0.45 -0.07 -0.81 -0.34 -1.6 -1.29 -0.86 -0.67 -1.43 -0.69 -1 -2.84 -0.23 -2.64 -0.74 0.62 -0.38 0.36 -0.62 -3.06 -0.92 -0.84 -0.38 0.56 -0.69 -0.2 0.51 0.5 0.55 -0.56 -0.67 -2.25 -1.69 nc 2
YML130C 0.55 0.11 0.19 0.12 -0.04 -0.18 0.16 -0.29 0.03 -0.38 -0.06 -0.3 0.08 -0.32 -0.14 -0.18 -0.49 -0.42 0.11 -0.49 -0.47 -0.32 -0.54 -0.51 -0.2 -0.42 0.04 -0.17 -0.1 -0.18 -0.04 -0.3 -0.12 -0.94 -1.32 -1.15 -1.25 -1.15 -0.89 -1.09 -1.06 -0.09 -0.29 -0.79 0.03 -0.23 -0.04 0.06 -0.67 0.24 0.55 0.39 0.14 -1.36 0.21 -0.1 -1.29 -0.29 -0.07 1.98 0.94 0.46 0.19 0.19 2.29 1.87 2.53 1.71 -0.32 -0.06 0.18 1.46 0.32 0.25 0.01 -0.4 0.06 0.19 -0.2 nc 2
YMR001C -1.4 -1.6 -1.74 -2 -1.15 -0.36 0.6 0.42 0.81 0.29 -0.25 -0.62 -0.94 -0.62 -0.09 0.29 0.7 0.29 -1.51 -1.4 -1.84 -1.32 -1.22 -0.81 -0.54 0.36 0.37 0.73 0.25 0.66 0.45 -0.04 -0.45 -2.18 -1.69 0.5 0.15 1.05 -0.51 -1.74 -0.45 0.64 0.82 0.4 -0.29 -0.86 -0.71 -0.38 1.12 3.82 4.64 3.7 4.33 -2.74 0.84 0.01 0.54 1.46 -1.06 -1.06 -0.51 -1.15 -0.14 -1.15 -0.67 -0.67 -1 -0.71 -0.22 -0.2 -1.32 -0.36 0.04 -0.03 -0.27 -0.27 -0.32 -0.76 -1.56 nc 2
YMR008C 0.77 0.9 1.26 0.72 0.7 0.25 0.52 0.1 0.3 0.34 0.52 0.55 0.36 0.15 0.08 0.04 0.21 -0.03 0.24 -0.22 -0.38 -0.1 -0.42 -0.34 -0.38 0.19 0.26 0.08 -0.45 0.32 0.53 0.36 0.42 0.19 0.21 0.59 0.7 0.7 0.93 0.62 0.26 0.39 0.49 -0.29 0.58 0.46 0.53 -0.09 -0.71 -0.84 -1.47 -1.47 -1.32 0.28 -0.43 -0.71 -0.86 -1.32 -0.25 1.37 0.63 0.48 0.78 -0.84 -0.45 -0.49 0.63 0.51 0.25 -0.58 -0.69 -0.34 0.26 0.4 0.45 0.12 0.43 -0.03 0.4 nc 2
YMR013C -0.2 -0.38 0.08 -0.07 0.18 0.14 0.12 -0.29 -0.2 -0.25 -0.25 -0.3 -0.1 -0.36 -0.15 -0.4 -0.34 -0.32 -0.51 -0.79 -0.71 -0.58 -0.32 -0.42 -0.32 -0.56 -0.2 -0.54 -0.58 -0.29 -0.49 -0.71 -0.09 -0.06 -0.27 -0.15 -0.89 0.28 -0.69 0.88 -0.06 -0.62 0.06 0.06 0.34 -0.34 -0.81 -0.56 0.76 0.53 0.76 0.45 -0.43 -0.12 -0.94 -0.32 1.23 1.48 0.03 -0.38 -0.47 0.01 0.18 -0.47 -0.1 -0.94 0.1 -0.54 -0.58 -0.29 -0.62 -0.94 -0.4 -0.17 -0.1 -0.06 -0.09 -0.47 0.54 nc 2
YMR015C 0.04 -0.69 -0.86 -0.51 -0.32 -0.07 0.21 -0.07 0.01 -0.15 0.04 -0.34 -0.1 -0.47 0.06 -0.14 -0.27 -0.2 -1.74 0.37 0.57 0.48 0.23 -0.07 -0.22 -0.6 -0.69 -0.58 -0.27 -0.49 -0.84 -0.42 -0.29 -1 -1.09 0.82 0.7 0.71 0.32 0.29 0.11 0.2 0.26 -0.49 -0.2 -0.36 -0.25 -0.1 1.3 0.43 -1.36 -1.15 -0.64 0.8 -1.89 -1.25 0.71 -0.42 0.44 -0.32 0.38 0.34 0.44 0.21 -1.12 -1.6 -0.45 -0.2 -0.29 -0.4 -1.69 -1.03 0.37 0.42 0.01 -0.18 -0.04 -0.76 -0.45 nc 2
YMR037C -0.6 -0.36 -0.22 -0.84 0.03 -0.15 -0.06 -0.36 -0.42 -0.42 -0.38 -0.29 -0.27 -0.22 -0.2 -0.25 -0.4 -0.27 0.19 -0.47 -0.4 0.03 -0.4 0.03 -0.23 0.2 0.25 0.1 -0.23 0.07 0.16 -0.2 -0.12 -0.25 -0.17 0.38 0.2 -0.04 0.01 0.06 0.38 0.15 -0.07 -0.3 -0.07 -0.25 -0.32 -0.18 0.39 -0.06 -0.34 -0.32 0.06 0.4 -0.79 -0.18 0.6 0.41 1.06 0.43 0.06 1 -0.14 -0.4 -0.22 -0.47 -0.07 -0.22 0.24 0.33 0.4 0.66 -0.14 -0.51 -0.97 -1.12 -1.22 -1.89 -1.74 nc 2
YMR039C -0.07 0.23 -0.3 -0.49 -0.49 -0.29 -0.15 -0.27 -0.03 -0.15 -0.2 -0.29 -0.27 -0.76 -0.62 -0.4 -0.47 -0.18 0.48 -0.3 -0.17 -0.23 -0.29 -0.54 -0.6 -0.23 -0.3 -0.36 0.03 -0.12 0.15 -0.06 0.61 -1.29 0.5 -0.07 0.1 0.25 0.34 -0.01 0.18 0.46 0.14 1.34 0.42 0.32 0.49 -0.1 -1.43 -1.94 -2.18 -1.84 -1.69 0.41 -0.23 0.08 -1.56 -1.6 -0.27 -0.51 -0.43 -0.67 -0.94 -1.18 0.19 0.71 0.4 0.36 -1 0.07 -0.2 -0.29 -0.3 -0.54 -0.27 -0.29 -0.22 0.44 -0.62 nc 2
YMR052W -0.1 -0.03 -0.01 -0.07 -0.14 0.06 -0.03 -0.07 -0.01 -0.23 -0.18 -0.29 -0.06 -0.49 -0.22 -0.3 -0.18 -0.06 0.93 -0.15 -0.14 -0.22 -0.18 -0.51 -0.58 -0.49 -0.49 -0.67 -0.18 -0.64 -0.45 -0.47 0.25 0.16 0.32 -0.42 -0.27 0.12 -0.76 -0.18 -0.36 -0.15 -0.45 -0.14 -0.1 0.01 -0.38 -1 -1.18 -2.06 -1.29 -1.03 -1.69 -0.07 -1.12 -0.71 -0.12 0.18 -0.22 0.2 0.28 -0.38 -0.03 0.62 -0.56 -0.2 -0.43 -0.22 -0.12 0.6 0.11 0.26 -0.81 -0.71 0.16 -0.49 -1.09 0.26 0.36 nc 2
YMR059W -0.03 -0.14 -0.36 -0.69 -0.3 -0.29 -0.04 -0.12 -0.38 -0.22 -0.45 -0.25 -0.18 -0.54 -0.67 -0.58 0.01 -0.18 -0.25 -0.67 -0.34 -0.69 -0.06 -0.06 -0.27 -0.27 -0.17 -0.54 -0.12 -0.36 -0.38 -0.34 0.37 0.63 0.28 0.18 0.31 0.39 0.43 0.48 0.18 0.21 0.23 -0.4 0.1 0.01 0.36 -0.6 -0.45 -0.49 -0.43 -0.2 -0.34 0.12 -0.27 -0.38 -0.38 -0.14 -0.17 -0.69 -0.22 0.23 -0.6 -0.47 -0.06 -0.09 -0.64 -0.22 -0.58 0.36 -0.23 -0.58 -0.27 -0.36 -0.34 -0.38 -0.38 -0.23 -0.64 nc 2
YMR061W -0.09 -0.76 -0.32 -0.49 -0.04 -0.29 -0.17 -0.49 -0.23 -0.07 0.1 -0.17 -0.07 -0.4 -0.04 -0.09 0.12 -0.36 -0.06 -0.47 -0.49 -0.17 -0.2 -0.4 -0.6 -0.47 -0.36 -0.45 -0.36 -0.18 -0.32 -0.56 0.2 0.34 0.15 0.04 0.03 0.07 0.15 0.12 -0.23 0.01 -0.17 -0.04 0.46 0.08 0.08 -0.45 -0.27 -0.27 0.11 0.49 0.34 -0.01 0.07 0.41 -0.25 -0.36 -0.42 -0.94 -0.64 -0.15 -0.92 -0.49 -0.25 -0.12 -0.49 -0.69 -0.23 -0.3 -0.92 0.14 -0.14 -0.17 -0.01 -0.14 -0.2 -0.62 -0.4 nc 2
YMR081C 0.16 0.01 0.07 -0.36 0.15 0.25 0.08 -0.06 -0.1 -0.3 -0.42 -0.42 -0.15 -0.42 -0.22 -0.32 -0.03 -0.09 1.89 -0.89 -0.64 -1.22 -1.09 -1.32 -0.58 -0.6 -0.92 -1.36 -0.86 -0.25 -0.67 -0.92 0.07 0.6 0.4 0.33 0.9 1.01 1.43 0.69 0.37 0.64 0.45 0.37 1.3 0.9 0.96 -0.43 1.05 1.35 -0.27 -1 -1.12 -0.22 -1.84 -2.47 1.24 -1.89 0.51 0.73 0.34 0.49 -0.14 0.33 -0.62 -0.06 -0.64 -0.69 0.04 0.7 0.42 -0.17 0.03 -0.07 0.73 0.21 0.74 2.07 2.24 nc 2
YMR089C 0.01 -0.25 -0.06 0.26 0.03 -0.03 0.1 -0.18 -0.04 -0.07 -0.2 0.11 0.07 -0.27 -0.17 -0.15 0.06 -0.2 -0.12 -0.27 -0.49 -0.23 -0.42 -0.2 -0.04 -0.07 0.25 0.42 -0.3 0.29 0.16 -0.15 -0.25 -0.03 -0.2 -0.18 -0.17 -0.17 0.26 0.18 0.16 -0.2 -0.12 -0.45 0.16 0.15 0.06 -0.58 0.01 0.06 -0.09 -0.36 -0.22 -0.54 -0.38 -0.58 -0.38 -0.17 -0.34 -0.29 -0.18 -0.25 -0.25 -0.69 -0.3 -0.03 0.03 -0.69 -0.71 -0.43 -0.1 0.19 -0.06 0.23 0.25 0.1 0.29 0.57 0.61 nc 2
YMR100W -0.47 -0.3 -0.94 -0.6 -0.54 -0.15 -0.23 -0.18 -0.36 -0.45 -0.45 -0.29 -0.36 -0.62 -0.86 -0.22 -0.25 -0.23 0.48 0.29 -0.29 -0.38 -0.45 -0.32 -0.36 -0.18 -0.36 -0.25 0.1 -0.23 -0.14 -0.32 -0.1 0.07 -0.32 -0.22 -0.67 -0.15 -0.49 0.3 -0.22 -0.71 -0.18 0.19 -0.69 0.03 -0.86 -0.22 1.14 1.44 1.09 0.63 0.7 -0.29 -0.49 -1.25 1.68 1.87 -0.32 -0.14 -0.27 -0.94 -0.58 -0.71 -0.3 -0.49 -0.1 -0.18 -0.32 0.43 -0.1 1.12 -0.23 -0.29 0.43 -0.18 -0.62 0.72 -0.25 nc 2
YMR105C 0.01 1.32 1.07 0.88 0.62 0.12 -0.22 -0.04 -0.43 -0.42 0.58 -0.22 0.04 -0.14 0.26 0.46 -0.29 0.06 1.21 0.1 -0.25 -0.01 -1.56 -1.64 -1 -0.12 0.04 -0.76 -0.84 0.45 0.36 -0.2 -0.17 -0.15 -0.27 -0.03 -0.27 -0.01 -0.62 0.03 0.33 0.21 -0.42 0.51 0.93 0.5 0.81 -0.38 0.12 0.15 -0.81 -1.69 -2.18 -0.12 -1.09 -2.12 1.15 0.59 0.33 3.89 3.71 1.37 0.88 0.04 -0.06 -0.01 1.33 1.06 0.23 0.18 0.31 -0.3 0.14 0.53 0.71 1.74 1.46 3.19 2.66 nc 2
YMR108W 0.53 0.12 0.66 0.37 0.57 -0.01 0.42 0.44 0.5 0.16 0.48 0.08 0.26 0.16 0.59 0.16 0.53 -0.15 -0.76 -0.32 -0.1 0.14 0.83 0.33 0.32 0.46 0.1 0.2 -0.18 -0.06 -0.47 0.12 -0.17 -0.51 -0.42 -0.32 -0.29 -0.3 -0.29 -0.36 -0.15 0.15 0.14 -0.84 -0.01 -0.1 -0.01 -0.43 1.34 0.14 -0.42 -0.12 0.51 1.33 -0.84 0.3 -1.51 -2.94 0.08 -0.6 -0.45 -0.23 0.14 1.19 -0.64 -1.12 -1.06 -0.94 0.58 0.2 0.84 0.94 0.25 0.06 -0.3 -1 -1.09 -1.64 -1.15 nc 2
YMR125W -0.23 0.38 -0.18 -0.49 -0.15 -0.4 -0.09 -0.38 -0.18 -0.23 -0.18 -0.04 0.04 0.9 -0.45 -0.09 -0.62 -0.12 -0.6 -0.51 -0.54 0.07 -0.09 -0.03 -0.12 -0.18 0.18 -1.47 -0.1 -0.03 -0.03 -0.07 -0.06 -0.06 -0.34 -0.32 -0.22 -0.01 -0.25 -0.12 -0.17 -0.34 -0.76 -0.12 -0.07 -0.4 -0.32 -0.18 0.06 2.3 2.9 2.7 2.88 -2.56 0.21 -0.45 0.52 1.54 -0.51 -0.86 -0.49 -0.25 -0.74 -1.36 -0.79 -0.34 -0.69 -0.86 0.14 0.16 -1.36 -0.09 0.06 -0.14 -0.2 -0.36 -0.3 -0.6 -1.06 nc 2
YMR127C -0.45 -0.47 -0.27 0.03 -0.17 0.2 -0.07 -0.17 -0.34 -0.47 -0.64 0.07 -0.07 -0.42 -0.84 -0.38 -0.23 -0.32 -0.86 -0.69 0.07 -0.3 0.19 0.06 0.2 -0.23 -0.3 -0.18 0.08 -0.45 -1.06 -0.29 0.03 0.2 -0.23 -0.34 -0.97 -0.89 -0.1 1.75 -0.23 -1 -1 -0.25 -0.62 -0.04 -0.67 -0.06 1.29 1.16 1.95 0.51 1.28 -0.47 -0.71 -1.6 3.05 2.18 -0.25 -1 -0.07 -0.69 -0.34 0.18 -0.6 -0.25 -0.54 -0.56 -0.58 0.34 -0.51 0.01 -0.27 -0.3 0.19 -0.23 -0.49 0.36 -0.47 nc 2
YMR149W -0.58 -0.29 -0.47 -0.43 -0.25 0.1 0.15 -0.32 -0.07 -0.2 -0.22 -0.23 -0.12 -0.32 0.03 -0.3 -0.17 -0.34 -0.23 -0.01 -0.34 -0.32 -0.25 -0.01 -0.14 0.59 0.26 0.37 0.25 0.11 0.24 0.36 -0.36 -0.58 -0.71 -0.29 -0.17 -0.32 -0.32 0.07 -0.01 -0.81 -0.12 -0.25 -1.06 -0.6 -0.64 -0.42 0.07 -0.27 -0.43 -0.34 -0.69 0.25 -0.14 -0.43 0.29 0.36 1.13 0.07 -0.4 -0.54 -0.3 -0.62 0.7 -0.34 0.92 0.56 0.57 0.03 -0.58 0.1 0.15 0.06 0.44 0.08 -0.2 -0.03 -1.03 nc 2
YMR165C -0.22 0.58 0.28 0.16 0.12 -0.36 -0.2 -0.01 0.75 -0.34 0.46 -0.45 0.04 -0.54 0.46 -0.38 -0.23 -0.2 0.26 -0.49 -0.03 -0.12 -0.15 0.37 -0.62 -0.89 -0.69 -1.47 -0.79 -1.43 -1.22 -0.74 -0.18 0.04 0.07 0.2 0.07 0.01 0.37 0.01 -0.15 0.15 0.04 -0.76 0.25 0.04 0.01 -0.69 -0.47 -0.42 -0.25 -0.54 -0.47 -0.03 -0.36 -0.89 -0.69 -0.51 0.5 0.06 0.1 0.82 -0.74 1.16 -0.84 -0.62 -1.32 -0.74 0.74 0.85 1.12 0.37 -0.14 -0.1 -0.14 -0.4 -0.56 -0.58 -0.56 nc 2
YMR170C 0.15 0.15 0.45 0.21 0.31 0.11 0.29 -0.12 -0.17 -0.06 -0.2 -0.23 0.08 -0.25 0.18 0.07 0.08 -0.1 1.22 -0.69 -0.49 -0.03 -0.43 -0.86 -1.06 -0.69 -0.22 -0.6 -1.29 -0.15 0.74 0.7 -0.07 -0.51 -0.36 0.01 -0.06 -0.1 0.3 0.11 0.25 0.18 -0.04 0.21 0.5 0.66 0.82 -0.01 0.3 0.18 -0.04 -0.04 0.32 0.11 -0.51 -0.09 0.53 0.37 -0.07 2.96 2.63 1.38 1.12 0.64 -0.2 -0.27 0.15 0.65 -0.1 0.58 -0.94 -0.86 0.18 0.24 0.2 0.42 0.71 3.63 2.25 nc 2
YMR177W -0.34 -0.32 -0.32 0.06 -0.23 0.01 -0.04 -0.49 -0.29 -0.17 -0.34 0.04 -0.18 -0.29 -0.54 -0.51 -0.18 -0.47 -0.84 -0.62 -0.04 0.44 0.34 0.24 0.16 -0.06 -0.47 -0.01 0.23 -0.43 -0.62 -0.34 -0.58 0.65 0.32 0.03 -0.32 -0.15 0.48 0.29 0.24 0.29 -0.1 -0.01 0.23 0.03 -0.09 0.01 -0.51 -0.29 -0.58 -0.3 -1.09 -0.29 0.08 -0.29 -0.3 0.06 -0.47 -1.12 -0.43 -1.22 -0.92 -0.32 -0.14 -0.38 -0.74 -0.38 -0.42 0.39 0.21 0.86 -0.07 -0.32 0.12 -0.4 -0.6 0.32 -0.22 nc 2
YMR182C 0.06 0.43 -0.36 -0.2 -0.3 -0.22 -0.06 -0.2 -0.29 -0.45 -0.69 -0.34 -0.01 -0.36 -0.09 -0.42 -0.29 -0.43 -0.2 -0.01 -0.15 -0.23 -0.1 -0.22 -0.22 -0.3 -0.18 -0.25 -0.15 -0.06 -0.03 0.01 0.51 0.15 -0.14 0.12 -1.94 -0.07 0.07 0.66 0.21 0.06 0.28 -0.07 -0.07 -0.07 -0.27 -0.34 -1.15 -1.43 -1.64 -1.56 -1.09 -0.3 -0.79 -0.58 -0.64 -1.32 -0.07 0.24 -0.23 -0.34 0.34 0.53 -0.27 -1.03 -0.18 -0.54 0.07 0.29 0.34 1.16 -0.07 0.15 0.03 -0.51 -0.27 0.39 0.48 nc 2
YMR202W -0.22 -0.42 -0.29 -0.2 -0.3 0.06 0.39 0.3 0.38 -0.18 0.11 -0.3 0.03 -0.38 0.16 -0.12 0.18 -0.18 -0.92 0.24 0.24 0.26 0.26 0.1 0.32 0.11 -0.03 0.04 0.23 0.11 -0.09 0.07 -0.6 -0.86 -0.84 0.07 0.65 0.6 0.03 -0.56 -0.12 0.04 0.16 -0.47 -0.34 -0.58 -0.49 -0.14 0.75 -0.15 -1.03 -1.06 -1.74 1.24 -0.84 -1.12 0.39 -0.03 0.21 -0.6 -0.69 -0.03 0.12 0.73 -0.23 -0.92 -0.03 0.37 0.03 -0.3 -0.79 -0.62 0.36 0.03 0.36 -0.15 0.03 -1.51 -1.64 nc 2
YMR208W 0.04 -0.27 -0.25 0.08 0.01 -0.04 0.01 -0.15 -0.25 -0.42 -0.1 -0.2 0.04 -0.4 -0.04 -0.22 -0.14 -0.3 -0.38 -0.06 -0.12 -0.34 -0.3 -0.22 -0.23 -0.15 -0.07 -0.32 -0.04 0.14 -0.03 -0.06 -0.29 -0.1 -0.64 -0.64 -0.6 -0.81 -0.43 2.31 -0.12 -1.15 -0.12 0.75 -1 -0.36 -0.76 -0.01 0.25 -0.74 -0.64 -0.69 -0.81 0.77 -0.4 -0.45 -0.17 -1.22 0.24 0.32 -0.29 -0.23 0.18 0.04 -0.14 -0.86 -0.07 -0.18 -0.06 0.21 -0.32 0.07 0.31 0.12 0.29 -0.34 -0.56 -0.06 -0.45 nc 2
YMR217W 0.18 -0.2 -0.2 -0.54 -0.14 -0.4 0.08 -0.09 -0.01 0.01 -0.14 -0.15 0.04 -0.12 0.06 -0.14 0.07 -0.22 -1.09 -0.76 -0.49 -0.04 0.83 0.61 0.14 0.28 -0.23 0.29 -0.04 -0.4 -0.81 -0.09 -0.4 -0.06 -0.71 0.12 -1.03 -0.76 -0.29 0.65 0.85 -1.18 0.01 0.15 -1.22 0.43 -0.62 -0.32 -2.06 -1.12 -2.4 -1.74 -1.84 -0.94 -1.56 -1.29 -3.18 -2.4 -0.45 -1.29 -2.84 -1.56 -0.38 -0.74 -0.25 -1.6 -1.79 -1.74 -0.3 -0.97 -0.67 -0.56 0.15 0.11 0.19 -1.09 -1.29 -1.6 -2.74 nc 2
YMR227C 0.19 0.28 0.03 0.52 0.12 0.18 0.14 0.5 0.19 -0.04 0.07 0.1 0.06 -0.01 0.08 0.29 0.29 -0.06 0.14 -0.18 0.1 0.03 0.01 -0.07 -0.09 0.03 -0.23 -0.14 -0.12 -0.12 -0.06 -0.15 -0.36 0.7 -0.2 -0.17 -0.43 -0.25 0.52 1.71 0.03 -0.86 -0.56 0.21 -0.92 -0.23 -0.3 -0.1 0.16 0.45 0.21 -0.3 -0.09 -0.58 -0.15 -0.2 0.11 0.3 -0.15 -0.12 -0.22 0.42 -0.04 0.01 -0.3 -0.42 -0.27 -0.32 -0.29 0.25 0.1 0.28 -0.09 -0.34 0.32 -0.45 -0.54 0.31 -0.14 nc 2
YMR229C -0.17 0.58 -0.94 -0.07 -0.23 -0.32 -0.15 -0.04 0.32 -0.47 -0.12 0.04 -0.15 -0.17 0.33 -0.2 0.15 -0.15 -0.45 -0.76 -0.27 0.16 0.25 0.56 -0.07 -0.43 0.03 -0.92 -0.64 -0.92 -1.06 -0.49 0.08 -0.23 -0.27 -0.74 -0.6 -0.81 0.43 1.37 -0.09 -1.03 -0.09 -0.14 -0.81 0.19 -1.18 -0.42 -1.84 -0.92 -1.51 -1.25 -0.67 -0.97 -0.56 0.08 -2.25 -2.12 0.33 -1.29 -0.12 0.57 -0.47 0.61 -1.32 -0.45 -1.22 -1.6 0.82 0.23 0.99 0.81 0.04 0.03 0.11 -0.69 -0.89 -1.69 -1.89 nc 2
YMR231W -0.38 -0.1 -0.34 -0.14 -0.22 -0.14 -0.23 -0.15 -0.14 -0.06 -0.36 0.04 -0.22 -0.54 -0.47 -0.2 -0.15 -0.01 -0.6 -0.17 -0.2 -0.09 -0.1 0.04 -0.22 -0.04 -0.09 -0.03 0.29 -0.14 -0.09 -0.01 0.28 0.19 -0.58 -0.54 -0.62 -0.07 -0.1 1.24 0.81 -0.92 -0.94 -0.18 -1.09 -0.12 -0.6 -0.4 0.34 0.46 0.58 -0.25 0.01 -0.49 -0.4 -1.29 0.88 0.7 -0.18 -0.01 -0.22 0.23 0.06 0.12 -0.32 -0.38 -0.01 -0.03 -0.64 -0.38 -0.62 -0.97 -0.1 -0.12 0.08 -0.15 -0.29 -0.3 -0.49 nc 2
YMR246W -0.03 -0.89 -1.22 -1.6 -1.36 -1.12 -0.76 -0.74 -0.56 -0.29 -0.01 0.06 0.04 -0.23 -0.18 -0.62 -0.22 -0.3 -0.42 0.37 -0.43 -0.81 -0.25 -0.09 -0.04 0.14 -0.04 0.1 -0.03 0.49 0.04 0.1 1.02 0.71 -0.56 -0.62 -1.25 -1.47 -0.2 0.52 -0.51 -0.07 -0.4 -0.79 -0.18 -0.1 -0.58 -0.23 -0.1 -0.43 -1.29 -1.89 -2 0.56 -1.15 -1.89 0.49 -0.43 -0.17 -1.18 -1.79 -1 0.29 -0.25 -0.74 -2 -1.4 -1.25 0.04 -0.64 0.31 -0.07 0.28 0.49 0.5 -0.58 -0.79 -1.29 -1.43 nc 2
YMR261C -0.34 0.08 -0.04 -0.34 -0.49 -0.32 -0.43 -0.56 -0.34 -0.07 -0.09 0.06 -0.04 -0.4 -0.62 -0.34 -0.58 -0.15 0.39 0.11 0.08 -0.03 -0.69 -0.49 -0.4 0.19 0.29 0.2 -0.15 0.38 0.44 0.41 -0.94 -0.32 -0.67 -0.71 -0.42 -0.22 -0.58 0.75 0.26 -0.67 -0.43 0.2 -0.43 -0.3 -0.71 -0.23 -0.74 -1.18 -1.47 -0.94 -1.32 0.39 -1 -0.56 -0.1 -0.69 0.25 1.6 0.54 0.06 0.43 0.31 -0.34 -0.69 -0.71 -0.47 0.23 0.38 1.5 0.93 -0.09 -0.17 -0.4 0.25 -0.06 0.37 -0.01 nc 2
YMR264W -0.17 -0.09 0.01 0.08 -0.07 0.07 0.03 0.07 0.08 -0.43 -0.04 -0.38 -0.07 -0.32 -0.1 -0.36 -0.36 -0.51 0.2 0.08 0.14 -0.1 0.12 -0.03 0.14 0.08 -0.18 -0.22 -0.12 -0.1 -0.17 -0.01 0.33 -0.01 0.01 0.18 -0.07 0.07 0.16 0.25 -0.1 -0.2 0.23 -0.64 -0.03 -0.12 0.04 -0.2 0.7 0.28 0.04 -0.32 -0.43 0.3 -0.62 -1.09 0.34 -0.01 0.01 -0.09 0.34 -0.34 0.19 0.4 0.07 -0.3 0.03 -0.04 0.1 0.29 -1.4 -0.79 -0.1 0.23 0.53 -0.06 0.07 0.59 0.28 nc 2
YMR271C -0.2 0.08 0.14 -0.12 0.04 0.15 0.12 -0.06 -0.01 -0.17 -0.06 -0.2 0.03 -0.14 -0.27 -0.42 -0.23 -0.42 0.91 -0.32 -0.36 -0.07 -0.04 -0.42 -0.22 -0.34 -0.4 -0.6 -0.25 -0.2 -0.38 -0.04 0.06 -0.32 -0.18 -0.2 -0.29 -0.04 0.08 -0.29 -0.18 0.2 0.38 -0.51 -0.03 0.24 0.28 -0.32 -0.69 -1.51 -1.89 -1.47 -1.12 0.68 -0.92 -0.15 -1.06 -2.18 0.11 0.37 0.03 0.21 -0.29 0.6 -0.58 -0.29 -0.58 -0.27 -0.36 0.33 0.39 0.1 -0.32 -0.36 0.2 -0.25 0.03 1.54 1.28 nc 2
YMR274C -0.81 -1 -0.89 -0.92 -0.23 -0.36 0.1 -0.14 -0.3 -0.34 -0.62 -0.34 -0.18 -0.43 -0.15 -0.32 -0.18 -0.12 -0.42 -0.64 -0.76 -0.81 -0.15 -0.01 -0.01 -0.25 -0.27 -0.36 -0.09 -0.23 -0.58 -0.4 0.06 -0.38 -0.06 0.58 0.51 0.42 0.16 -0.03 -0.22 0.46 0.29 -1.47 -0.42 -0.54 -0.51 -0.79 0.04 -0.67 0.57 0.01 -0.71 -0.23 -0.38 -0.42 0.01 0.19 0.14 -0.04 -0.14 -0.15 0.12 -0.1 -0.4 -0.23 -0.42 -0.58 -0.07 0.23 0.16 0.4 -0.43 -0.04 0.4 -0.34 -0.27 0.38 -0.92 nc 2
YMR275C -0.18 -0.51 0.12 -0.17 0.12 0.07 0.12 -0.22 -0.12 -0.18 -0.01 -0.06 -0.2 -0.34 -0.06 -0.03 0.07 -0.14 -0.23 -0.49 -0.58 -0.62 -0.43 -0.12 -0.3 -0.15 -0.17 -0.34 -0.3 -0.03 -0.03 -0.12 0.06 0.2 -0.06 0.06 -0.06 -0.03 0.16 0.66 0.24 -0.17 -0.2 -0.34 -0.1 -0.25 -0.29 -0.36 -0.4 -0.47 -0.79 -1.06 -0.89 -0.25 -0.34 -0.64 -0.12 -0.04 -0.18 0.58 0.06 -0.01 0.44 -0.58 -0.49 -0.69 -0.07 -0.29 -0.03 -0.06 -0.1 0.57 -0.12 0.1 -0.12 -0.43 -0.47 0.18 -0.09 nc 2
